Summe von Preis;;Jahr;;;;;;;;;;;;;;;;;;;;;;Weighted Prices: Price * Number of issues GoOs;;;;;;;;;;;;;;;;;;;;;
Frankreich;Hydro;0,355594219;0,355594219;0,39834375;0,429848438;0,454401563;0,500484375;0,577265625;0,62595;0,805869141;0,805869141;1,066782656;1,066782656;1,066782656;1,066782656;1,066782656;1,2238875;1,346530078;1,419936328;1,419936328;1,526705357;1,554946875;;;39951708,94;44746787,55;55923056,04;67091541,98;78608332,07;89746267,89;108126555,3;122246455,1;163822561,7;170260914,3;233908588,6;240025163,8;246141739;252258314,1;258374889,3;303443063,4;341570855,7;368333072,5;376474512,7;413536314,5;430101596,3
Frankreich;Other RES;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;4,55055;4,55055;4,55055;4,55055;4,5884475;4,5884475;4,5884475;4,5884475;4,5884475;4,5884475;4,72215;4,72215;6,446953125;6,446953125;6,446953125;6,446953125;;;0;0;0;0;0;6907,610989;7576,13958;8294,252003;9065,235319;9974,967884;10869,77593;11711,71504;12610,67362;13570,24877;14594,25475;16143,83058;17343,02795;25423,54185;27284,76496;29268,55152;31382,50482
Frankreich;Solar;5,62059;6,076468125;7,252822266;7,252822266;7,252822266;7,271262422;7,667656172;7,667656172;7,667656172;7,667656172;7,667656172;7,860290625;7,860290625;7,881679688;8,396713125;8,396713125;8,396713125;9,2836125;9,2836125;9,36765;11,648124;;;15642420,74;18940863,82;25222103,93;28041474,3;31079726,43;34439038,61;39831249,15;43606696,33;47660110,11;52009848,52;56675410,51;62599455,17;67404414,75;72730746,13;83330251,24;89568097,18;96221402,08;114228839,7;122591378,5;132695010,4;176915667,9
Frankreich;Wind;2,84475375;2,84475375;2,84475375;2,84475375;2,84475375;2,84475375;2,84475375;2,84475375;2,845125;2,8509;2,9175;2,9175;3,109545;3,17995875;3,25512;3,6412848;3,868171875;3,868171875;4,192155;4,2035625;4,853385;;;66520434,55;74504341,15;83120337,32;92411672,26;102424339,8;113207245;124163606,1;135932585,1;148587441,7;162477521,3;181188759,4;195223078,3;224044830,1;246552318,4;271424296,8;326352559,3;372440130,8;399901346,1;465123838,1;500299176,9;575337522,2
Griechenland;Biomass;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;3,55088125;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;3,656042578;4,31580625;;;0;0;0;0;0;552959,4072;624436,7328;683624,6306;747170,2263;815361,32;888503,5976;957324,3288;1030805,874;1109242,263;1192945,277;1282245,486;1377493,352;1479060,392;1587340,402;1702750,762;2155202,848
Griechenland;Geothermal;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Griechenland;Hydro;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;1,225195313;1,2594;1,335820313;1,335820313;1,649789063;1,672921875;2,037080357;2,26940625;2,5357875;2,611458984;2,611458984;2,611458984;2,611458984;2,611458984;2,611458984;2,611458984;;;0;0;0;0;0;1015436,115;1144803,803;1329366,335;1452936,159;1958201,851;2163783,388;2838874,466;3405399,461;4094663,306;4535056,089;4874536,42;5236627,143;5622740,597;6034373,829;6473113,533;6940641,272
Griechenland;Other RES;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;44,91525424;44,40677966;43,89830508;43,38983051;42,88135593;42,37288136;42,20338983;42,03389831;41,86440678;41,69491525;41,52542373;41,3559322;41,18644068;40,33898305;39,23728814;38,13559322;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Griechenland;Solar;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;6,7558725;6,9309;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;7,834376953;;;0;0;0;0;0;3283089,67;3694120,25;4571462,045;4996397,406;5452397,648;5941506,921;6401717,608;6893095,596;7417607,089;7977336,992;8574495,868;9211427,29;9890615,613;10614694,2;11386454,11;12208853,27
Griechenland;Wind;47,45762712;46,94915254;46,44067797;45,93220339;45,42372881;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,178334375;4,93235;6,963890625;;;0;0;0;0;0;4551896,032;4992435,12;5465648,376;5973701,87;6518896,592;7103676,533;7653905,271;8241397,692;8868504,591;9537718,687;10251682,93;11013199,3;11825238,1;12690947,79;16070365,9;24328212,14
